,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
247,57.xml,3,3,38,3.7,0.68,96.29,3.7,0.68,0.91,99.08,434,1,1,1,436,436
248,225.xml,1,1,Ø,0.72,0.12,99.27,0.72,0.12,0.12,99.87,770,0,1,0,771,770
249,2012942.xml,22,16,Ø,6.86,1.46,93.13,6.0,1.46,2.58,97.41,1481,17,3,2,1501,1500
250,page_00083.xml,10,10,Ø,5.49,0.89,94.5,4.67,0.89,1.42,98.57,1113,6,3,1,1122,1120
251,2012967.xml,30,16,Ø,7.11,2.12,92.88,6.66,2.12,3.72,96.27,1381,23,6,1,1410,1405
252,2012902.xml,12,12,Ø,6.55,1.04,93.44,6.28,1.04,1.47,98.52,1137,5,5,2,1147,1144
253,page_107.xml,8,8,Ø,5.88,0.95,94.11,5.14,0.95,1.19,98.8,829,2,6,0,837,831
254,5_03975_default.xml,6,5,Ø,3.37,0.64,96.62,3.04,0.64,0.74,99.25,930,1,1,4,932,935
256,82.xml,7,7,Ø,4.86,0.89,95.13,4.86,0.89,1.14,98.85,776,2,2,3,780,781
257,90.xml,10,9,Ø,7.56,1.37,92.43,6.72,1.36,1.36,98.63,724,0,3,7,727,731
258,59.xml,2,3,33,3.75,0.46,96.25,3.12,0.46,0.46,99.53,431,0,1,1,432,432
259,18_7759b_default.xml,15,14,Ø,9.72,1.71,90.27,8.33,1.7,2.04,97.95,866,3,5,7,874,876
260,30_276dc_default.xml,14,15,Ø,8.24,1.07,91.75,7.41,1.07,1.38,98.61,1288,4,8,2,1300,1294
261,232.xml,6,5,Ø,4.38,0.94,95.61,4.38,0.94,1.1,98.89,630,1,2,3,633,634
262,43_0d1bc_default.xml,36,30,Ø,16.12,2.76,83.87,14.78,2.74,3.58,96.41,1277,11,16,9,1304,1297
